Entry,Entry.Name,Protein.names,Gene.Names,Organism,Length,Transmembrane,Intramembrane,Gene.Ontology..cellular.component.,Gene.Ontology..biological.process.,Gene.Ontology..molecular.function.,Gene.Ontology..GO.,Gene.Ontology.IDs,Subcellular.location..CC.,Prediction,OTHER,SP.Sec.SPI.,CS.Position,N_term_md,cterm_distance,penultimate_distance,membrane_domain_count,in_biogrid,in_massspec,Reduced.CC.Terms
P01920,DQB1_HUMAN,"HLA class II histocompatibility antigen, DQ beta 1 chain (MHC class II antigen DQB1)",HLA-DQB1 HLA-DQB,Homo sapiens (Human),261,"TRANSMEM 231..251; /note=""Helical""; /evidence=""ECO:0000255""",,clathrin-coated endocytic vesicle membrane [GO:0030669]; endocytic vesicle membrane [GO:0030666]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; late endosome membrane [GO:0031902]; lumenal side of endoplasmic reticulum membrane [GO:0098553]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; MHC class II protein complex [GO:0042613]; plasma membrane [GO:0005886]; trans-Golgi network membrane [GO:0032588]; transport vesicle membrane [GO:0030658],adaptive immune response [GO:0002250]; antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; humoral immune response [GO:0006959]; immune response [GO:0006955]; peptide antigen assembly with MHC class II protein complex [GO:0002503]; positive regulation of immune response [GO:0050778]; positive regulation of T cell activation [GO:0050870]; T cell receptor signaling pathway [GO:0050852],MHC class II protein complex binding [GO:0023026]; MHC class II receptor activity [GO:0032395]; peptide antigen binding [GO:0042605],clathrin-coated endocytic vesicle membrane [GO:0030669]; endocytic vesicle membrane [GO:0030666]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; late endosome membrane [GO:0031902]; lumenal side of endoplasmic reticulum membrane [GO:0098553]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; MHC class II protein complex [GO:0042613]; plasma membrane [GO:0005886]; trans-Golgi network membrane [GO:0032588]; transport vesicle membrane [GO:0030658]; MHC class II protein complex binding [GO:0023026]; MHC class II receptor activity [GO:0032395]; peptide antigen binding [GO:0042605]; adaptive immune response [GO:0002250]; antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; humoral immune response [GO:0006959]; immune response [GO:0006955]; peptide antigen assembly with MHC class II protein complex [GO:0002503]; positive regulation of immune response [GO:0050778]; positive regulation of T cell activation [GO:0050870]; T cell receptor signaling pathway [GO:0050852],GO:0000139; GO:0002250; GO:0002503; GO:0005765; GO:0005886; GO:0006955; GO:0006959; GO:0012507; GO:0016020; GO:0019886; GO:0023026; GO:0030658; GO:0030666; GO:0030669; GO:0031902; GO:0032395; GO:0032588; GO:0042605; GO:0042613; GO:0050778; GO:0050852; GO:0050870; GO:0098553,"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Endoplasmic reticulum membrane; Single-pass type I membrane protein. Golgi apparatus, trans-Golgi network membrane; Single-pass type I membrane protein. Endosome membrane; Single-pass type I membrane protein. Lysosome membrane; Single-pass type I membrane protein. Note=The MHC class II complex transits through a number of intracellular compartments in the endocytic pathway until it reaches the cell membrane for antigen presentation.",SP,0.000436,0.99954,CS pos: 32-33. Pr: 0.9708,False,10,,1,False,False,coated vesicle; vesicle; Golgi apparatus; endosome; side of membrane; vacuole; membrane; membrane protein complex; cell periphery
P02708,ACHA_HUMAN,Acetylcholine receptor subunit alpha,CHRNA1 ACHRA CHNRA,Homo sapiens (Human),457,"TRANSMEM 233..253; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 265..285; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 297..317; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 428..448; /note=""Helical""; /evidence=""ECO:0000255""",,acetylcholine-gated channel complex [GO:0005892]; cell surface [GO:0009986]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; postsynaptic specialization membrane [GO:0099634]; synapse [GO:0045202],"acetylcholine receptor signaling pathway [GO:0095500]; membrane depolarization [GO:0051899]; monoatomic ion transmembrane transport [GO:0034220]; muscle cell cellular homeostasis [GO:0046716]; musculoskeletal movement [GO:0050881]; neuromuscular junction development [GO:0007528]; neuromuscular process [GO:0050905]; neuromuscular synaptic transmission [GO:0007274]; neuron cellular homeostasis [GO:0070050]; neuronal action potential [GO:0019228]; regulation of membrane potential [GO:0042391]; response to nicotine [GO:0035094]; skeletal muscle contraction [GO:0003009]; skeletal muscle tissue growth [GO:0048630]; synaptic transmission, cholinergic [GO:0007271]",acetylcholine binding [GO:0042166]; acetylcholine receptor activity [GO:0015464]; acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315],"acetylcholine-gated channel complex [GO:0005892]; cell surface [GO:0009986]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; postsynaptic specialization membrane [GO:0099634]; synapse [GO:0045202]; acetylcholine binding [GO:0042166]; acetylcholine receptor activity [GO:0015464]; acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315]; acetylcholine receptor signaling pathway [GO:0095500]; membrane depolarization [GO:0051899]; monoatomic ion transmembrane transport [GO:0034220]; muscle cell cellular homeostasis [GO:0046716]; musculoskeletal movement [GO:0050881]; neuromuscular junction development [GO:0007528]; neuromuscular process [GO:0050905]; neuromuscular synaptic transmission [GO:0007274]; neuron cellular homeostasis [GO:0070050]; neuronal action potential [GO:0019228]; regulation of membrane potential [GO:0042391]; response to nicotine [GO:0035094]; skeletal muscle contraction [GO:0003009]; skeletal muscle tissue growth [GO:0048630]; synaptic transmission, cholinergic [GO:0007271]",GO:0003009; GO:0005886; GO:0005892; GO:0007271; GO:0007274; GO:0007528; GO:0009986; GO:0015464; GO:0019228; GO:0022848; GO:0031594; GO:0034220; GO:0035094; GO:0042166; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0046716; GO:0048630; GO:0050881; GO:0050905; GO:0051899; GO:0070050; GO:0095500; GO:0099634; GO:1904315,SUBCELLULAR LOCATION: Postsynaptic cell membrane {ECO:0000305|PubMed:27375219}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:27375219}; Multi-pass membrane protein {ECO:0000255}.,SP,0.000231,0.999754,CS pos: 20-21. Pr: 0.9780,False,9,111.0,4,False,False,transporter complex; cell surface; cell junction; cell projection; cell periphery
P03886,NU1M_HUMAN,NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1),MT-ND1 MTND1 NADH1 ND1,Homo sapiens (Human),318,"TRANSMEM 2..22; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 68..88; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 100..120; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 146..166; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 171..191; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 231..251; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 253..273; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 294..314; /note=""Helical""; /evidence=""ECO:0000255""",,dendrite [GO:0030425]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; respiratory chain complex I [GO:0045271],"aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to hydroperoxide [GO:0033194]; response to hypoxia [GO:0001666]; response to xenobiotic stimulus [GO:0009410]",NADH dehydrogenase (ubiquinone) activity [GO:0008137],"dendrite [GO:0030425]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; respiratory chain complex I [GO:0045271]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to hydroperoxide [GO:0033194]; response to hypoxia [GO:0001666]; response to xenobiotic stimulus [GO:0009410]",GO:0001666; GO:0005739; GO:0005743; GO:0006120; GO:0008137; GO:0009060; GO:0009410; GO:0030425; GO:0031966; GO:0032981; GO:0033194; GO:0042776; GO:0043025; GO:0045271,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P03887}; Multi-pass membrane protein {ECO:0000255}.,OTHER,1.0,1e-06,,True,4,21.0,8,False,False,somatodendritic compartment; mitochondrion; cell body; respiratory chain complex
P03891,NU2M_HUMAN,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),MT-ND2 MTND2 NADH2 ND2,Homo sapiens (Human),347,"TRANSMEM 13..33; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 56..76; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 96..116; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 123..143; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 149..169; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 178..198; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 201..221; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 247..267; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 274..294; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 326..346; /note=""Helical""; /evidence=""ECO:0000255""",,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271],"aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; reactive oxygen species metabolic process [GO:0072593]; response to hypoxia [GO:0001666]",ionotropic glutamate receptor binding [GO:0035255]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; protein kinase binding [GO:0019901],"mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]; ionotropic glutamate receptor binding [GO:0035255]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; protein kinase binding [GO:0019901]; aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; reactive oxygen species metabolic process [GO:0072593]; response to hypoxia [GO:0001666]",GO:0001666; GO:0005739; GO:0005743; GO:0006120; GO:0008137; GO:0009060; GO:0019901; GO:0032981; GO:0035255; GO:0042776; GO:0045271; GO:0072593,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P03892}; Multi-pass membrane protein {ECO:0000255}.,OTHER,1.0,0.0,,True,1,32.0,10,False,False,mitochondrion; respiratory chain complex
P03897,NU3M_HUMAN,NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 3),MT-ND3 MTND3 NADH3 ND3,Homo sapiens (Human),115,"TRANSMEM 3..23; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 55..75; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 84..104; /note=""Helical""; /evidence=""ECO:0000255""",,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271],"aerobic respiration [GO:0009060]; cellular response to glucocorticoid stimulus [GO:0071385]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to light intensity [GO:0009642]; response to oxidative stress [GO:0006979]",NADH dehydrogenase (ubiquinone) activity [GO:0008137],"mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; aerobic respiration [GO:0009060]; cellular response to glucocorticoid stimulus [GO:0071385]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to light intensity [GO:0009642]; response to oxidative stress [GO:0006979]",GO:0005739; GO:0005743; GO:0006120; GO:0006979; GO:0008137; GO:0009060; GO:0009642; GO:0042776; GO:0045271; GO:0071385,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P03898}; Multi-pass membrane protein {ECO:0000255}.,OTHER,1.0,0.0,,True,11,9.0,3,False,False,mitochondrion; respiratory chain complex
P03901,NU4LM_HUMAN,NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L) (ND4L),MT-ND4L MTND4L NADH4L ND4L,Homo sapiens (Human),98,"TRANSMEM 1..21; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 29..49; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 58..78; /note=""Helical""; /evidence=""ECO:0000255""",,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271],"aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]",NADH dehydrogenase (ubiquinone) activity [GO:0008137],"mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]",GO:0005739; GO:0005743; GO:0006120; GO:0008137; GO:0009060; GO:0042776; GO:0045271,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P03902}; Multi-pass membrane protein {ECO:0000255}.,OTHER,0.999962,0.0,,True,20,9.0,3,False,False,mitochondrion; respiratory chain complex
P03915,NU5M_HUMAN,NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5),MT-ND5 MTND5 NADH5 ND5,Homo sapiens (Human),603,"TRANSMEM 38..58; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 87..107; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 122..142; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 144..160; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 171..191; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 211..233; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 241..261; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 272..292; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 301..320; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 325..347; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 370..390; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 407..429; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 458..478; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 482..502; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 582..602; /note=""Helical""; /evidence=""ECO:0000255""",,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271],"aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to hydrogen peroxide [GO:0042542]; response to hypoxia [GO:0001666]",NADH dehydrogenase (ubiquinone) activity [GO:0008137],"mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to hydrogen peroxide [GO:0042542]; response to hypoxia [GO:0001666]",GO:0001666; GO:0005739; GO:0005743; GO:0006120; GO:0008137; GO:0009060; GO:0015990; GO:0032981; GO:0042542; GO:0042776; GO:0045271,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P03920}; Multi-pass membrane protein {ECO:0000255}.,OTHER,1.0,0.0,,True,1,80.0,15,False,False,mitochondrion; respiratory chain complex
P03923,NU6M_HUMAN,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),MT-ND6 MTND6 NADH6 ND6,Homo sapiens (Human),174,"TRANSMEM 1..21; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 26..46; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 47..67; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 86..106; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 111..131; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 151..171; /note=""Helical""; /evidence=""ECO:0000255""",,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271],"aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]",NADH dehydrogenase (ubiquinone) activity [GO:0008137],"mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]",GO:0005739; GO:0005743; GO:0006120; GO:0008137; GO:0009060; GO:0032981; GO:0042776; GO:0045271,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P03924}; Multi-pass membrane protein {ECO:0000255}.,OTHER,1.0,0.0,,True,3,20.0,6,False,False,mitochondrion; respiratory chain complex
P04440,DPB1_HUMAN,"HLA class II histocompatibility antigen, DP beta 1 chain (HLA class II histocompatibility antigen, DP(W4) beta chain) (MHC class II antigen DPB1)",HLA-DPB1 HLA-DP1B,Homo sapiens (Human),258,"TRANSMEM 226..246; /note=""Helical""; /evidence=""ECO:0000255""",,cell surface [GO:0009986]; clathrin-coated endocytic vesicle membrane [GO:0030669]; endocytic vesicle membrane [GO:0030666]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; late endosome membrane [GO:0031902]; lumenal side of endoplasmic reticulum membrane [GO:0098553]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; MHC class II protein complex [GO:0042613]; plasma membrane [GO:0005886]; trans-Golgi network membrane [GO:0032588]; transport vesicle membrane [GO:0030658],adaptive immune response [GO:0002250]; antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; peptide antigen assembly with MHC class II protein complex [GO:0002503]; positive regulation of immune response [GO:0050778]; positive regulation of T cell activation [GO:0050870]; positive regulation of T cell proliferation [GO:0042102]; positive regulation of type II interferon production [GO:0032729]; T cell receptor signaling pathway [GO:0050852],MHC class II protein complex binding [GO:0023026]; peptide antigen binding [GO:0042605],cell surface [GO:0009986]; clathrin-coated endocytic vesicle membrane [GO:0030669]; endocytic vesicle membrane [GO:0030666]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; late endosome membrane [GO:0031902]; lumenal side of endoplasmic reticulum membrane [GO:0098553]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; MHC class II protein complex [GO:0042613]; plasma membrane [GO:0005886]; trans-Golgi network membrane [GO:0032588]; transport vesicle membrane [GO:0030658]; MHC class II protein complex binding [GO:0023026]; peptide antigen binding [GO:0042605]; adaptive immune response [GO:0002250]; antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; peptide antigen assembly with MHC class II protein complex [GO:0002503]; positive regulation of immune response [GO:0050778]; positive regulation of T cell activation [GO:0050870]; positive regulation of T cell proliferation [GO:0042102]; positive regulation of type II interferon production [GO:0032729]; T cell receptor signaling pathway [GO:0050852],GO:0000139; GO:0002250; GO:0002503; GO:0005765; GO:0005886; GO:0009986; GO:0012507; GO:0016020; GO:0019886; GO:0023026; GO:0030658; GO:0030666; GO:0030669; GO:0031902; GO:0032588; GO:0032729; GO:0042102; GO:0042605; GO:0042613; GO:0050778; GO:0050852; GO:0050870; GO:0098553,"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Endoplasmic reticulum membrane; Single-pass type I membrane protein. Golgi apparatus, trans-Golgi network membrane; Single-pass type I membrane protein. Endosome membrane; Single-pass type I membrane protein. Lysosome membrane; Single-pass type I membrane protein. Note=The MHC class II complex transits through a number of intracellular compartments in the endocytic pathway until it reaches the cell membrane for antigen presentation.",SP,0.000224,0.99976,CS pos: 29-30. Pr: 0.9829,False,12,,1,False,False,cell surface; coated vesicle; vesicle; Golgi apparatus; endosome; side of membrane; vacuole; membrane; membrane protein complex; cell periphery
P04844,RPN2_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit) (RIBIIR) (Ribophorin II) (RPN-II) (Ribophorin-2),RPN2,Homo sapiens (Human),631,"TRANSMEM 541..561; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 572..592; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 597..617; /note=""Helical""; /evidence=""ECO:0000255""",,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; nuclear body [GO:0016604]; oligosaccharyltransferase complex [GO:0008250]; oligosaccharyltransferase complex A [GO:0160226]; oligosaccharyltransferase complex B [GO:0160227],protein modification process [GO:0036211]; protein N-linked glycosylation [GO:0006487],,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; nuclear body [GO:0016604]; oligosaccharyltransferase complex [GO:0008250]; oligosaccharyltransferase complex A [GO:0160226]; oligosaccharyltransferase complex B [GO:0160227]; protein modification process [GO:0036211]; protein N-linked glycosylation [GO:0006487],GO:0005783; GO:0005789; GO:0006487; GO:0008250; GO:0016020; GO:0016604; GO:0036211; GO:0160226; GO:0160227,SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000250|UniProtKB:F1PCT7}. Endoplasmic reticulum membrane; Multi-pass membrane protein {ECO:0000305}.,SP,0.000278,0.999682,CS pos: 22-23. Pr: 0.9735,False,14,5.0,3,True,True,endomembrane system; membrane; nucleus; rough endoplasmic reticulum; Unknown
